TOP,SIGLA,NOME,H5,GOOGLE METRICS LINK,Nova Sigla,Novo Nome,Nome Alternativo,Link da DBLP,Link da SOL
Top 20,ITS,International Conference on Intelligent Tutoring Systems,16,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=pjzAYQWqW2kJ.2024,,International Conference on Augmented Intelligence and Intelligent Tutoring Systems,International Intelligent Tutoring Systems Conference,https://dblp.org/db/conf/its/index.html,
Top 20,ICET,International Conference on Education and Technology,22,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=TnYb4fX9_04J.2024,,,,não encontrado,
Top 20,EDULEARN,International Conference on Education and New Learning Technologies,22,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=NTcX_smN7XYJ.2024,,,,não encontrado,
Top 20,ICIET,International Conference on Information and Education Technology,15,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=2OO-Lg-JdkcJ.2024,,,,não encontrado,
Top 20,ISET,International Symposium on Educational Technology,14,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=kofmhJ_qfCQJ.2024,,,,não encontrado,
Top 20,ICITE,International Conference on Information Technology and Education,13,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=jdJM2nPZiO8J.2024,,,,não encontrado,
Top 20,CSCL,International Conference on Computer Supported Collaborative Learning,12,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=-QLNBBFyi_AJ.2024,,,,https://dblp.org/db/conf/cscl/index.html,
Top 20,ICETC,International Conference on Education Technology and Computer,11,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=5Vf5Ge4rO1cJ.2024,,,,https://dblp.org/db/conf/icetc/index.html,
Top 20,ICEMT,International Conference on Education and Multimedia Technology,10,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=VbcOlb-pUfEJ.2024,,,,https://dblp.org/db/conf/icemt/index.html,
Top 20,LACLO,Latin American Conference on Learning Objects and Technologies,10,https://scholar.google.com/citations?hl=pt-BR&view_op=list_hcore&venue=dxqVLUIU2J4J.2024,,Latin American Conference on Learning Technologies,Conferencia Latinoamericana de Tecnologías de Aprendizaje,não encontrado,
Eventos da Área,SIGCSE,ACM Technical Symposium on Computer Science Education,47,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=rrlriATuz7wJ.2024,,,Technical Symposium on Computer Science Education,https://dblp.org/db/conf/sigcse/,
Eventos da Área,ITiCSE,Conference on Innovation and Technology in Computer Science Education,35,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=68UDAZLIQo8J.2024,,Joint Conference on Innovation and Technology in Computer Science Education,,https://dblp.org/db/conf/iticse/,
Eventos da Área,EDUCON,IEEE Global Engineering Education Conference,32,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=oWx0DwbR58MJ.2024,,,IEEE Education Engineering,https://dblp.org/db/conf/educon/,
Eventos da Área,ICER,International Computing Education Research,32,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=v0xCU4OEvKUJ.2024,,,International Computing Education Research Conference,https://dblp.org/db/conf/icer/,
Eventos da Área,ASSETS,International ACM SIGACCESS Conference on Computers and Accessibility,32,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=c5bgEi18VesJ.2024,,International ACM Conference on Assistive Technologies,,https://dblp.org/db/conf/assets/,
Eventos da Área,UMAP,"International Conference on User Modeling, Adaptation and Personalization",31,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=jtXTIwcBWV8J.2024,,,,https://dblp.org/db/conf/ah/,
Eventos da Área,CSEE&T,Conference on Software Engineering Education and Training,21,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=yIZ19I9U66oJ.2024,,ACM International Conference on Software Engineering: Software Engineering Education and Training,,https://dblp.org/db/conf/csee/,
Eventos da Área,ICEIT,International Conference on Educational and Information Technology,10,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=Lew4MSOMhc8J.2024,,,,https://dblp.org/db/conf/iceit/,
Eventos da Área,CRTL+E,Congresso sobre Tecnologias na Educação,8,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=9haNtLW85T0J.2024,,,,não encontrado,https://sol.sbc.org.br/index.php/ctrle/issue/archive
Eventos da Área,TECH-EDU,"International Conference on Technology and Innovation in Learning, Teaching and Education",,não encontrado,,,,https://dblp.org/db/conf/techedu/,
Eventos da Área,ICCE-EDU,International Conference on Computers in Education,,não encontrado,,,,https://dblp.org/db/conf/icce/,
Eventos da Área,E-Learning,IADIS International Conference on e-Learning,,não encontrado,,,,https://dblp.org/db/conf/iadisel/,
Eventos da Área,ISECON,Information Systems Education Conference,,não encontrado,,,,não encontrado,
Eventos da Área,CELDA,Cognition and Exploratory Learning in Digital Age,,não encontrado,,,,https://dblp.org/db/conf/iadiscelda/,
Eventos da Área,CATE,Computers and Advanced Technology in Education,,não encontrado,,,,https://dblp.org/db/conf/cate/,
Eventos da Área,WCCE,IFIP World Conference on Computers in Education,,não encontrado,,,,https://dblp.org/db/conf/wcce/,
Eventos da Área,TISE,Congreso Internacional de Informática Educativa,,não encontrado,,,,não encontrado,
Eventos da Área,EDUCOMP,Simpósio Brasileiro de Educação em Computação,7,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=9d69RZLoOs8J.2024,,,,não encontrado,https://sol.sbc.org.br/index.php/educomp/issue/archive
Eventos da Área,ICSLE,International Conference on Smart Learning Environments,,não encontrado,,,,https://dblp.org/db/conf/icsle/,
Eventos da Área,T4E,International conference on Technology 4 Education,,não encontrado,,,,https://dblp.org/db/conf/t4e/index.html,
